,record,type,0_qrs_interval,0_pre-RR,0_post-RR,0_qt_interval,0_st_interval
75848,212,N,40,251,259.0,73,8
75849,212,N,25,259,248.0,31,1
75850,212,N,25,248,264.0,32,1
75851,212,N,26,264,247.0,52,1
75852,212,N,23,247,245.0,27,1
75853,212,N,42,245,233.0,68,9
75854,212,N,35,233,230.0,66,8
75855,212,N,36,230,246.0,48,8
75856,212,N,27,246,269.0,34,1
75857,212,N,27,269,266.0,30,1
75858,212,N,27,266,250.0,32,1
75859,212,N,46,250,242.0,71,8
75860,212,N,36,242,243.0,47,8
75861,212,N,19,243,236.0,24,1
75862,212,N,24,236,50.0,28,1
75863,212,N,12,187,221.0,19,1
75864,212,N,17,221,225.0,21,1
75865,212,N,24,225,240.0,34,8
75866,212,N,26,240,249.0,36,9
75867,212,N,14,249,250.0,18,1
75868,212,N,34,250,256.0,50,8
75869,212,N,13,256,158.0,22,1
75870,212,N,16,91,237.0,23,1
75871,212,N,17,237,229.0,26,1
75872,212,N,17,229,238.0,24,1
75873,212,N,40,238,240.0,50,8
75874,212,N,31,240,245.0,50,9
75875,212,N,25,245,234.0,29,1
75876,212,N,24,234,242.0,32,1
75877,212,N,31,242,247.0,46,8
75878,212,N,22,247,240.0,36,8
75879,212,N,22,240,235.0,28,1
75880,212,N,24,235,239.0,32,1
75881,212,N,29,239,233.0,47,1
75882,212,N,19,233,46.0,22,1
75883,212,N,26,185,239.0,37,8
75884,212,N,39,239,247.0,51,1
75885,212,N,21,247,241.0,26,1
75886,212,N,31,241,235.0,45,8
75887,212,N,14,235,228.0,20,1
75888,212,N,14,228,135.0,20,1
75889,212,N,24,90,228.0,30,1
75890,212,N,15,228,232.0,20,1
75891,212,N,25,232,245.0,41,9
75892,212,N,24,245,256.0,53,1
75893,212,N,23,256,245.0,34,9
75894,212,N,28,245,247.0,43,8
75895,212,N,29,247,246.0,50,1
75896,212,N,19,246,250.0,23,1
75897,212,N,21,250,239.0,31,1
75898,212,N,21,239,232.0,26,1
75899,212,N,20,232,224.0,49,1
75900,212,N,28,224,230.0,43,9
75901,212,N,32,230,239.0,48,8
75902,212,N,30,239,234.0,42,9
75903,212,N,32,234,241.0,42,7
75904,212,N,27,241,238.0,33,1
75905,212,N,36,238,228.0,44,7
75906,212,N,25,228,235.0,49,1
75907,212,N,19,235,235.0,31,1
75908,212,N,21,235,239.0,28,1
75909,212,N,26,239,254.0,39,8
75910,212,N,42,254,253.0,70,10
75911,212,N,30,253,245.0,52,1
75912,212,N,35,245,244.0,51,1
75913,212,N,17,244,240.0,24,1
75914,212,N,30,240,227.0,45,9
75915,212,N,14,227,226.0,19,1
75916,212,N,25,226,229.0,37,9
75917,212,N,16,229,229.0,22,1
75918,212,N,25,229,232.0,39,8
75919,212,N,32,232,241.0,51,1
75920,212,N,38,241,255.0,69,7
75921,212,N,21,255,261.0,28,1
75922,212,N,25,261,246.0,53,1
75923,212,N,29,246,236.0,40,8
75924,212,N,27,236,238.0,45,1
75925,212,N,22,238,231.0,29,1
75926,212,N,24,231,230.0,51,1
75927,212,N,43,230,237.0,68,7
75928,212,N,30,237,250.0,51,1
75929,212,N,37,250,245.0,48,8
75930,212,N,29,245,248.0,54,1
75931,212,N,24,248,242.0,34,8
75932,212,N,23,242,248.0,38,9
75933,212,N,33,248,236.0,51,9
75934,212,N,38,236,235.0,67,8
75935,212,N,42,235,235.0,64,8
75936,212,N,33,235,244.0,47,8
75937,212,N,25,244,257.0,31,1
75938,212,N,35,257,254.0,50,8
75939,212,N,34,254,239.0,47,8
75940,212,N,47,239,230.0,72,9
75941,212,N,32,230,222.0,51,1
75942,212,N,31,222,213.0,50,1
75943,212,N,30,213,212.0,48,1
75944,212,N,33,212,222.0,49,1
75945,212,N,44,222,223.0,90,30
75946,212,N,33,223,232.0,51,1
75947,212,N,33,232,238.0,52,1
75948,212,N,26,238,250.0,29,1
75949,212,N,42,250,249.0,105,43
75950,212,N,30,249,234.0,52,1
75951,212,N,35,234,237.0,47,9
75952,212,N,35,237,232.0,98,31
75953,212,N,29,232,221.0,67,28
75954,212,N,44,221,219.0,67,8
75955,212,N,25,219,223.0,29,1
75956,212,N,44,223,235.0,103,42
75957,212,N,34,235,238.0,53,1
75958,212,N,35,238,233.0,52,1
75959,212,N,34,233,228.0,52,1
75960,212,N,40,228,222.0,88,30
75961,212,N,37,222,225.0,66,27
75962,212,N,32,225,226.0,49,1
75963,212,N,44,226,236.0,86,27
75964,212,N,23,236,242.0,26,1
75965,212,N,34,242,239.0,52,1
75966,212,N,45,239,249.0,93,31
75967,212,N,44,249,243.0,92,30
75968,212,N,39,243,246.0,91,29
75969,212,N,37,246,235.0,50,9
75970,212,N,32,235,227.0,50,1
75971,212,N,31,227,223.0,48,1
75972,212,N,29,223,221.0,47,1
75973,212,N,26,221,229.0,29,1
75974,212,N,33,229,236.0,51,1
75975,212,N,44,236,255.0,90,30
75976,212,N,32,255,248.0,52,1
75977,212,N,39,248,246.0,73,9
75978,212,N,44,246,243.0,88,28
75979,212,N,33,243,238.0,63,27
75980,212,N,30,238,234.0,48,1
75981,212,N,36,234,238.0,67,30
75982,212,N,36,238,236.0,66,28
75983,212,N,34,236,242.0,52,1
75984,212,N,32,242,242.0,51,1
75985,212,N,29,242,245.0,52,1
75986,212,N,34,245,249.0,53,1
75987,212,N,40,249,242.0,89,29
75988,212,N,38,242,243.0,68,28
75989,212,N,23,243,241.0,27,1
75990,212,N,32,241,241.0,48,1
75991,212,N,41,241,237.0,87,28
75992,212,N,32,237,255.0,50,1
75993,212,N,34,255,259.0,53,1
75994,212,N,44,259,245.0,93,30
75995,212,N,34,245,230.0,53,1
75996,212,N,31,230,220.0,49,1
75997,212,N,42,220,213.0,86,27
75998,212,N,32,213,216.0,51,1
75999,212,N,42,216,223.0,90,32
76000,212,N,34,223,231.0,50,1
76001,212,N,25,231,246.0,31,1
76002,212,N,39,246,253.0,70,28
76003,212,N,35,253,240.0,52,1
76004,212,N,32,240,247.0,51,1
76005,212,N,47,247,244.0,102,38
76006,212,N,36,244,220.0,71,32
76007,212,N,31,220,218.0,49,1
76008,212,N,42,218,219.0,86,29
76009,212,N,33,219,229.0,50,1
76010,212,N,32,229,235.0,50,1
76011,212,N,38,235,235.0,50,9
76012,212,N,35,235,246.0,53,1
76013,212,N,38,246,257.0,74,31
76014,212,N,39,257,235.0,69,28
76015,212,N,34,235,231.0,52,1
76016,212,N,39,231,237.0,66,26
76017,212,N,32,237,244.0,50,1
76018,212,N,34,244,241.0,51,1
76019,212,N,44,241,253.0,69,9
76020,212,N,35,253,256.0,53,1
76021,212,N,40,256,252.0,72,9
76022,212,N,32,252,255.0,51,1
76023,212,N,24,255,250.0,28,1
76024,212,N,33,250,240.0,51,1
76025,212,N,31,240,235.0,49,1
76026,212,N,44,235,233.0,85,26
76027,212,N,41,233,236.0,89,28
76028,212,N,33,236,239.0,50,1
76029,212,N,32,239,257.0,52,1
76030,212,N,37,257,261.0,56,1
76031,212,N,44,261,253.0,94,31
76032,212,N,27,253,233.0,30,1
76033,212,N,43,233,240.0,89,29
76034,212,N,31,240,239.0,49,1
76035,212,N,20,239,232.0,24,1
76036,212,N,34,232,239.0,51,1
76037,212,N,24,239,257.0,31,1
76038,212,N,25,257,247.0,30,1
76039,212,N,45,247,243.0,72,9
76040,212,N,46,243,250.0,92,30
76041,212,N,37,250,243.0,51,9
76042,212,N,33,243,234.0,51,1
76043,212,N,30,234,231.0,47,1
76044,212,N,30,231,234.0,49,1
76045,212,N,31,234,247.0,50,1
76046,212,N,33,247,249.0,52,1
76047,212,N,37,249,252.0,91,30
76048,212,N,48,252,259.0,96,31
76049,212,N,36,259,254.0,72,31
76050,212,N,42,254,236.0,110,51
76051,212,N,33,236,230.0,49,1
76052,212,N,41,230,225.0,87,30
76053,212,N,31,225,227.0,49,1
76054,212,N,45,227,220.0,91,29
76055,212,N,33,220,226.0,51,1
76056,212,N,33,226,224.0,52,1
76057,212,N,45,224,233.0,71,11
76058,212,N,35,233,245.0,53,1
76059,212,N,36,245,229.0,54,1
76060,212,N,44,229,222.0,69,9
76061,212,N,43,222,231.0,87,29
76062,212,N,47,231,227.0,90,28
76063,212,N,42,227,229.0,90,31
76064,212,N,34,229,233.0,50,1
76065,212,N,36,233,250.0,53,1
76066,212,N,48,250,256.0,97,32
76067,212,N,29,256,243.0,53,1
76068,212,N,46,243,238.0,93,30
76069,212,N,21,238,237.0,24,1
76070,212,N,43,237,241.0,88,28
76071,212,N,39,241,227.0,71,28
76072,212,N,32,227,236.0,49,1
76073,212,N,45,236,243.0,102,41
76074,212,N,28,243,241.0,30,1
76075,212,N,35,241,241.0,53,1
76076,212,N,25,241,241.0,28,1
76077,212,N,47,241,241.0,94,31
76078,212,N,34,241,239.0,52,1
76079,212,N,28,239,232.0,50,1
76080,212,N,32,232,239.0,50,1
76081,212,N,26,239,234.0,30,1
76082,212,N,44,234,238.0,69,10
76083,212,N,34,238,240.0,53,1
76084,212,N,47,240,247.0,96,32
76085,212,N,35,247,241.0,53,1
76086,212,N,36,241,228.0,53,1
76087,212,N,45,228,229.0,90,29
76088,212,N,32,229,225.0,49,1
76089,212,N,32,225,231.0,50,1
76090,212,N,43,231,239.0,92,32
76091,212,N,37,239,244.0,68,29
76092,212,N,45,244,244.0,94,32
76093,212,N,45,244,243.0,118,56
76094,212,N,47,243,248.0,73,9
76095,212,N,26,248,242.0,29,1
76096,212,N,44,242,236.0,91,31
76097,212,N,43,236,231.0,88,28
76098,212,N,33,231,228.0,51,1
76099,212,N,33,228,235.0,50,1
76100,212,N,35,235,231.0,67,29
76101,212,N,47,231,248.0,71,9
76102,212,N,48,248,249.0,96,31
76103,212,N,36,249,242.0,54,1
76104,212,N,32,242,237.0,54,1
76105,212,N,24,237,240.0,29,1
76106,212,N,32,240,233.0,48,1
76107,212,N,35,233,222.0,67,29
76108,212,N,32,222,237.0,49,1
76109,212,N,41,237,242.0,88,28
76110,212,N,44,242,237.0,96,32
76111,212,N,35,237,240.0,52,1
76112,212,N,27,240,238.0,29,1
76113,212,N,44,238,240.0,94,31
76114,212,N,43,240,232.0,94,32
76115,212,N,45,232,222.0,69,9
76116,212,N,25,222,227.0,27,1
76117,212,N,34,227,234.0,65,27
76118,212,N,35,234,241.0,66,28
76119,212,N,37,241,237.0,48,9
76120,212,N,37,237,242.0,53,1
76121,212,N,36,242,244.0,53,1
76122,212,N,46,244,231.0,96,31
76123,212,N,25,231,228.0,27,1
76124,212,N,32,228,225.0,50,1
76125,212,N,31,225,228.0,48,1
76126,212,N,31,228,229.0,50,1
76127,212,N,34,229,234.0,51,1
76128,212,N,45,234,246.0,90,29
76129,212,N,28,246,242.0,52,1
76130,212,N,42,242,246.0,96,33
76131,212,N,36,246,246.0,55,1
76132,212,N,44,246,245.0,91,30
76133,212,N,35,245,231.0,67,28
76134,212,N,38,231,226.0,48,8
76135,212,N,22,226,232.0,29,1
76136,212,N,42,232,235.0,87,28
76137,212,N,43,235,250.0,116,55
76138,212,N,29,250,261.0,55,1
76139,212,N,36,261,253.0,69,31
76140,212,N,28,253,243.0,31,1
76141,212,N,31,243,230.0,49,1
76142,212,N,32,230,228.0,49,1
76143,212,N,42,228,225.0,90,29
76144,212,N,32,225,227.0,49,1
76145,212,N,43,227,231.0,90,30
76146,212,N,45,231,237.0,92,30
76147,212,N,34,237,255.0,51,1
76148,212,N,43,255,245.0,95,30
76149,212,N,26,245,251.0,30,1
76150,212,N,47,251,250.0,72,9
76151,212,N,31,250,241.0,51,1
76152,212,N,33,241,232.0,50,1
76153,212,N,41,232,234.0,84,27
76154,212,N,43,234,241.0,86,27
76155,212,N,38,241,240.0,50,9
76156,212,N,47,240,245.0,96,32
76157,212,N,33,245,256.0,53,1
76158,212,N,45,256,251.0,96,31
76159,212,N,36,251,241.0,48,9
76160,212,N,32,241,232.0,47,10
76161,212,N,35,232,239.0,66,27
76162,212,N,37,239,247.0,69,28
76163,212,N,37,247,244.0,88,29
76164,212,N,32,244,250.0,52,1
76165,212,N,33,250,260.0,51,1
76166,212,N,36,260,250.0,68,30
76167,212,N,28,250,241.0,53,1
76168,212,N,25,241,244.0,30,1
76169,212,N,26,244,242.0,30,1
76170,212,N,28,242,229.0,30,1
76171,212,N,25,229,237.0,28,1
76172,212,N,44,237,244.0,88,28
76173,212,N,29,244,249.0,34,1
76174,212,N,46,249,247.0,97,33
76175,212,N,33,247,253.0,52,1
76176,212,N,35,253,245.0,53,1
76177,212,N,33,245,238.0,50,1
76178,212,N,32,238,246.0,48,1
76179,212,N,24,246,244.0,28,1
76180,212,N,45,244,241.0,90,29
76181,212,N,38,241,246.0,91,30
76182,212,N,28,246,255.0,31,1
76183,212,N,32,255,253.0,55,1
76184,212,N,33,253,246.0,52,1
76185,212,N,39,246,248.0,52,10
76186,212,N,46,248,243.0,92,29
76187,212,N,43,243,231.0,103,43
76188,212,N,35,231,225.0,46,9
76189,212,N,43,225,239.0,89,30
76190,212,N,44,239,253.0,90,29
76191,212,N,36,253,246.0,68,31
76192,212,N,37,246,253.0,55,1
76193,212,N,47,253,255.0,73,9
76194,212,N,26,255,246.0,31,1
76195,212,N,28,246,229.0,31,1
76196,212,N,31,229,233.0,48,1
76197,212,N,47,233,239.0,93,29
76198,212,N,28,239,244.0,51,1
76199,212,N,33,244,252.0,50,1
76200,212,N,39,252,255.0,72,9
76201,212,N,36,255,255.0,101,62
76202,212,N,39,255,247.0,51,8
76203,212,N,24,247,240.0,29,1
76204,212,N,46,240,245.0,92,30
76205,212,N,21,245,247.0,24,1
76206,212,N,30,247,243.0,49,1
76207,212,N,22,243,241.0,27,1
76208,212,N,25,241,250.0,29,1
76209,212,N,35,250,264.0,53,1
76210,212,N,25,264,260.0,30,1
76211,212,N,36,260,251.0,51,9
76212,212,N,34,251,235.0,50,9
76213,212,N,22,235,240.0,27,1
76214,212,N,44,240,240.0,70,9
76215,212,N,14,240,238.0,21,1
76216,212,N,33,238,250.0,55,1
76217,212,N,27,250,271.0,34,1
76218,212,N,25,271,275.0,53,1
76219,212,N,31,275,256.0,53,1
76220,212,N,41,256,265.0,72,8
76221,212,N,33,265,259.0,53,1
76222,212,N,23,259,245.0,49,1
76223,212,N,25,245,238.0,31,1
76224,212,N,25,238,251.0,28,1
76225,212,N,27,251,265.0,30,1
76226,212,N,33,265,257.0,71,8
76227,212,N,37,257,258.0,52,8
76228,212,N,27,258,259.0,55,1
76229,212,N,34,259,251.0,44,8
76230,212,N,41,251,239.0,68,8
76231,212,N,33,239,246.0,68,9
76232,212,N,24,246,259.0,50,1
76233,212,N,38,259,257.0,70,9
76234,212,N,33,257,251.0,53,1
76235,212,N,44,251,243.0,71,8
76236,212,N,46,243,247.0,66,8
76237,212,N,22,247,247.0,24,1
76238,212,N,32,247,248.0,46,9
76239,212,N,23,248,239.0,49,1
76240,212,N,32,239,244.0,52,1
76241,212,N,22,244,261.0,29,1
76242,212,N,24,261,266.0,29,1
76243,212,N,36,266,262.0,50,8
76244,212,N,27,262,272.0,31,1
76245,212,N,19,272,256.0,24,1
76246,212,N,25,256,236.0,37,8
76247,212,N,37,236,232.0,70,8
76248,212,N,20,232,235.0,28,1
76249,212,N,20,235,233.0,26,1
76250,212,N,19,233,238.0,32,1
76251,212,N,38,238,248.0,69,7
76252,212,N,22,248,255.0,32,1
76253,212,N,40,255,252.0,69,7
76254,212,N,40,252,249.0,74,7
76255,212,N,34,249,243.0,49,7
76256,212,N,32,243,230.0,49,1
76257,212,N,15,230,228.0,22,1
76258,212,N,32,228,222.0,47,9
76259,212,N,21,222,227.0,30,1
76260,212,N,22,227,244.0,31,8
76261,212,N,15,244,245.0,19,1
76262,212,N,26,245,239.0,34,1
76263,212,N,34,239,239.0,51,1
76264,212,N,34,239,232.0,47,8
76265,212,N,30,232,222.0,41,7
76266,212,N,24,222,223.0,50,1
76267,212,N,16,223,232.0,20,1
76268,212,N,21,232,240.0,27,1
76269,212,N,30,240,248.0,44,9
76270,212,N,30,248,241.0,46,9
76271,212,N,23,241,246.0,39,9
76272,212,N,23,246,254.0,27,1
76273,212,N,31,254,239.0,44,7
76274,212,N,27,239,232.0,51,1
76275,212,N,34,232,236.0,49,9
76276,212,N,18,236,245.0,28,1
76277,212,N,26,245,230.0,39,8
76278,212,N,29,230,245.0,37,1
76279,212,N,25,245,265.0,33,1
76280,212,N,25,265,255.0,37,9
76281,212,N,27,255,250.0,34,1
76282,212,N,24,250,247.0,32,1
76283,212,N,32,247,242.0,52,1
76284,212,N,30,242,233.0,51,1
76285,212,N,20,233,237.0,27,1
76286,212,N,18,237,251.0,24,1
76287,212,N,33,251,163.0,54,1
76288,212,N,28,94,64.0,52,1
76289,212,N,24,192,245.0,28,1
76290,212,N,20,245,262.0,27,1
76291,212,N,23,262,264.0,27,1
76292,212,N,25,264,254.0,60,1
76293,212,N,16,254,248.0,26,1
76294,212,N,16,248,159.0,20,1
76295,212,N,24,74,231.0,52,1
76296,212,N,35,231,238.0,49,8
76297,212,N,38,238,231.0,52,8
76298,212,N,32,231,229.0,57,1
76299,212,N,36,229,222.0,47,9
76300,212,N,44,222,224.0,104,44
76301,212,N,29,224,223.0,49,1
76302,212,N,28,223,222.0,48,1
76303,212,N,33,222,226.0,44,8
76304,212,N,43,226,234.0,86,30
76305,212,N,31,234,226.0,70,8
76306,212,N,28,226,237.0,49,1
76307,212,N,32,237,250.0,50,1
76308,212,N,42,250,243.0,73,9
76309,212,N,23,243,248.0,27,1
76310,212,N,22,248,238.0,51,1
76311,212,N,31,238,227.0,49,1
76312,212,N,31,227,225.0,50,1
76313,212,N,27,225,220.0,47,1
76314,212,N,23,220,228.0,26,1
76315,212,N,37,228,229.0,73,32
76316,212,N,38,229,219.0,79,38
76317,212,N,45,219,215.0,95,31
76318,212,N,31,215,209.0,50,1
76319,212,N,22,209,211.0,28,1
76320,212,N,44,211,211.0,88,28
76321,212,N,31,211,214.0,47,1
76322,212,N,42,214,238.0,70,9
76323,212,N,31,238,247.0,50,1
76324,212,N,29,247,239.0,49,1
76325,212,N,23,239,244.0,28,1
76326,212,N,44,244,257.0,92,30
76327,212,N,40,257,257.0,53,9
76328,212,N,28,257,234.0,54,1
76329,212,N,31,234,233.0,49,1
76330,212,N,42,233,227.0,98,41
76331,212,N,32,227,230.0,49,1
76332,212,N,33,230,238.0,49,1
76333,212,N,42,238,234.0,69,8
76334,212,N,36,234,237.0,55,1
76335,212,N,47,237,248.0,135,73
76336,212,N,46,248,252.0,93,29
76337,212,N,38,252,244.0,73,30
76338,212,N,35,244,228.0,46,9
76339,212,N,24,228,241.0,29,1
76340,212,N,32,241,246.0,50,1
76341,212,N,23,246,257.0,28,1
76342,212,N,31,257,246.0,51,1
76343,212,N,28,246,260.0,32,1
76344,212,N,25,260,261.0,28,1
76345,212,N,38,261,251.0,70,28
76346,212,N,32,251,237.0,52,1
76347,212,N,44,237,234.0,89,29
76348,212,N,40,234,239.0,120,61
76349,212,N,42,239,236.0,88,28
76350,212,N,35,236,244.0,67,29
76351,212,N,33,244,264.0,52,1
76352,212,N,48,264,266.0,105,40
76353,212,N,31,266,267.0,53,1
76354,212,N,27,267,252.0,31,1
76355,212,N,42,252,249.0,90,29
76356,212,N,32,249,248.0,52,1
76357,212,N,37,248,241.0,87,27
76358,212,N,36,241,243.0,89,28
76359,212,N,44,243,252.0,93,31
76360,212,N,39,252,262.0,72,30
76361,212,N,36,262,249.0,71,31
76362,212,N,30,249,248.0,33,1
76363,212,N,34,248,254.0,71,31
76364,212,N,31,254,244.0,50,1
76365,212,N,25,244,225.0,28,1
76366,212,N,31,225,234.0,47,1
76367,212,N,31,234,244.0,48,1
76368,212,N,27,244,254.0,33,1
76369,212,N,46,254,261.0,72,9
76370,212,N,39,261,275.0,53,9
76371,212,N,24,275,262.0,29,1
76372,212,N,26,262,244.0,51,1
76373,212,N,42,244,238.0,93,38
76374,212,N,28,238,234.0,32,1
76375,212,N,34,234,229.0,50,1
76376,212,N,33,229,232.0,49,1
76377,212,N,36,232,235.0,83,40
76378,212,N,32,235,240.0,64,29
76379,212,N,34,240,247.0,54,1
76380,212,N,45,247,241.0,98,33
76381,212,N,37,241,245.0,106,46
76382,212,N,16,245,240.0,25,1
76383,212,N,35,240,225.0,69,28
76384,212,N,43,225,239.0,89,29
76385,212,N,33,239,245.0,49,1
76386,212,N,47,245,251.0,72,9
76387,212,N,26,251,262.0,32,1
76388,212,N,25,262,263.0,27,1
76389,212,N,33,263,252.0,63,29
76390,212,N,25,252,241.0,31,1
76391,212,N,33,241,254.0,76,38
76392,212,N,14,254,271.0,20,1
76393,212,N,43,271,280.0,71,9
76394,212,N,44,280,280.0,72,9
76395,212,N,26,280,270.0,33,1
76396,212,N,44,270,247.0,71,9
76397,212,N,38,247,254.0,72,8
76398,212,N,36,254,249.0,71,8
76399,212,N,32,249,235.0,48,8
76400,212,N,34,235,229.0,49,8
76401,212,N,33,229,253.0,66,8
76402,212,N,32,253,285.0,43,8
76403,212,N,30,285,277.0,53,1
76404,212,N,28,277,270.0,35,1
76405,212,N,41,270,280.0,75,8
76406,212,N,28,280,268.0,53,1
76407,212,N,32,268,242.0,46,8
76408,212,N,40,242,239.0,67,8
76409,212,N,22,239,243.0,27,1
76410,212,N,24,243,294.0,30,1
76411,212,N,26,294,338.0,53,1
76412,212,N,24,338,354.0,31,1
76413,212,N,34,354,332.0,47,8
76414,212,N,27,332,303.0,55,1
76415,212,N,32,303,270.0,44,8
76416,212,N,21,270,248.0,26,1
76417,212,N,26,248,246.0,29,1
76418,212,N,23,246,249.0,25,1
76419,212,N,39,249,247.0,53,8
76420,212,N,26,247,250.0,32,1
76421,212,N,31,250,256.0,55,1
76422,212,N,22,256,253.0,27,1
76423,212,N,33,253,264.0,48,9
76424,212,N,33,264,272.0,46,9
76425,212,N,31,272,268.0,52,1
76426,212,N,27,268,257.0,53,1
76427,212,N,40,257,265.0,71,8
76428,212,N,41,265,265.0,73,8
76429,212,N,26,265,260.0,30,1
76430,212,N,31,260,245.0,55,1
76431,212,N,37,245,243.0,47,8
76432,212,N,23,243,235.0,28,1
76433,212,N,28,235,232.0,49,1
76434,212,N,32,232,230.0,50,1
76435,212,N,26,230,223.0,33,1
76436,212,N,28,223,235.0,32,1
76437,212,N,46,235,246.0,74,9
76438,212,N,25,246,238.0,30,1
76439,212,N,43,238,227.0,73,10
76440,212,N,45,227,217.0,90,29
76441,212,N,34,217,225.0,51,1
76442,212,N,47,225,228.0,92,30
76443,212,N,35,228,225.0,52,1
76444,212,N,29,225,241.0,31,1
76445,212,N,25,241,255.0,30,1
76446,212,N,28,255,257.0,33,1
76447,212,N,39,257,242.0,50,9
76448,212,N,29,242,237.0,31,1
76449,212,N,45,237,233.0,92,30
76450,212,N,44,233,225.0,90,29
76451,212,N,32,225,224.0,48,1
76452,212,N,33,224,225.0,49,1
76453,212,N,43,225,236.0,104,44
76454,212,N,31,236,260.0,33,1
76455,212,N,36,260,251.0,48,9
76456,212,N,37,251,243.0,54,1
76457,212,N,33,243,250.0,50,1
76458,212,N,32,250,233.0,51,1
76459,212,N,32,233,226.0,51,1
76460,212,N,36,226,228.0,70,30
76461,212,N,32,228,235.0,49,1
76462,212,N,34,235,235.0,52,1
76463,212,N,35,235,241.0,53,1
76464,212,N,46,241,241.0,99,37
76465,212,N,43,241,253.0,95,31
76466,212,N,34,253,247.0,54,1
76467,212,N,46,247,235.0,70,9
76468,212,N,25,235,235.0,29,1
76469,212,N,27,235,239.0,49,1
76470,212,N,22,239,238.0,28,1
76471,212,N,34,238,244.0,51,1
76472,212,N,48,244,252.0,95,31
76473,212,N,39,252,254.0,74,32
76474,212,N,37,254,244.0,55,1
76475,212,N,24,244,242.0,29,1
76476,212,N,31,242,244.0,50,1
76477,212,N,34,244,241.0,51,1
76478,212,N,33,241,251.0,51,1
76479,212,N,42,251,258.0,87,27
76480,212,N,23,258,252.0,30,1
76481,212,N,34,252,260.0,54,1
76482,212,N,30,260,267.0,55,1
76483,212,N,26,267,262.0,32,1
76484,212,N,44,262,245.0,95,32
76485,212,N,34,245,240.0,51,1
76486,212,N,32,240,234.0,48,1
76487,212,N,32,234,233.0,49,1
76488,212,N,25,233,252.0,29,1
76489,212,N,36,252,269.0,69,31
76490,212,N,33,269,257.0,54,1
76491,212,N,37,257,249.0,56,1
76492,212,N,26,249,246.0,28,1
76493,212,N,38,246,236.0,48,8
76494,212,N,43,236,225.0,72,9
76495,212,N,42,225,228.0,87,27
76496,212,N,31,228,242.0,50,1
76497,212,N,30,242,242.0,52,1
76498,212,N,46,242,248.0,71,9
76499,212,N,26,248,255.0,33,1
76500,212,N,32,255,266.0,54,1
76501,212,N,30,266,251.0,34,1
76502,212,N,26,251,241.0,29,1
76503,212,N,46,241,236.0,89,27
76504,212,N,41,236,245.0,88,29
76505,212,N,23,245,247.0,25,1
76506,212,N,35,247,249.0,69,29
76507,212,N,25,249,261.0,28,1
76508,212,N,27,261,252.0,32,1
76509,212,N,32,252,244.0,53,1
76510,212,N,33,244,248.0,53,1
76511,212,N,26,248,238.0,30,1
76512,212,N,34,238,237.0,51,1
76513,212,N,24,237,237.0,29,1
76514,212,N,43,237,243.0,89,29
76515,212,N,25,243,248.0,27,1
76516,212,N,27,248,250.0,31,1
76517,212,N,27,250,255.0,29,1
76518,212,N,24,255,252.0,27,1
76519,212,N,12,252,243.0,17,1
76520,212,N,25,243,241.0,56,29
76521,212,N,27,241,242.0,56,28
76522,212,N,34,242,233.0,65,29
76523,212,N,29,233,238.0,61,27
76524,212,N,17,238,256.0,23,1
76525,212,N,27,256,254.0,32,1
76526,212,N,25,254,243.0,29,1
76527,212,N,24,243,238.0,31,1
76528,212,N,36,238,231.0,68,27
76529,212,N,24,231,222.0,29,1
76530,212,N,39,222,216.0,87,29
76531,212,N,34,216,224.0,51,1
76532,212,N,31,224,235.0,52,1
76533,212,N,29,235,239.0,32,1
76534,212,N,33,239,251.0,54,1
76535,212,N,25,251,250.0,28,1
76536,212,N,49,250,254.0,74,9
76537,212,N,45,254,249.0,71,8
76538,212,N,35,249,246.0,50,1
76539,212,N,22,246,231.0,28,1
76540,212,N,25,231,238.0,28,1
76541,212,N,33,238,247.0,50,1
76542,212,N,22,247,247.0,29,1
76543,212,N,44,247,252.0,73,8
76544,212,N,30,252,258.0,32,1
76545,212,N,41,258,251.0,93,29
76546,212,N,35,251,237.0,53,1
76547,212,N,36,237,235.0,69,29
76548,212,N,44,235,249.0,88,28
76549,212,N,27,249,249.0,50,1
76550,212,N,43,249,246.0,99,38
76551,212,N,45,246,252.0,89,29
76552,212,N,33,252,265.0,54,1
76553,212,N,36,265,254.0,56,1
76554,212,N,27,254,257.0,33,1
76555,212,N,34,257,254.0,52,1
76556,212,N,26,254,249.0,32,1
76557,212,N,41,249,236.0,89,30
76558,212,N,34,236,240.0,66,30
76559,212,N,33,240,256.0,51,1
76560,212,N,44,256,261.0,97,32
76561,212,N,30,261,255.0,54,1
76562,212,N,34,255,253.0,56,1
76563,212,N,26,253,243.0,29,1
76564,212,N,32,243,235.0,51,1
76565,212,N,30,235,234.0,50,1
76566,212,N,29,234,243.0,31,1
76567,212,N,44,243,261.0,94,34
76568,212,N,34,261,272.0,90,28
76569,212,N,37,272,256.0,49,9
76570,212,N,28,256,259.0,53,1
76571,212,N,26,259,269.0,55,1
76572,212,N,27,269,99.0,34,1
76573,212,N,23,146,234.0,51,1
76574,212,N,29,234,60.0,49,1
76575,212,N,42,175,241.0,68,8
76576,212,N,26,241,254.0,29,1
76577,212,N,23,254,259.0,29,1
76578,212,N,24,259,251.0,52,1
76579,212,N,35,251,249.0,55,1
76580,212,N,22,249,251.0,27,1
76581,212,N,24,251,233.0,27,1
